Commands,encoded_intent
Turn on the lamp in room 2.,15
Turn on the light inside the room 2.,15
Can you please turn on the light in room 2?,15
Please activate light in room 2.,15
Please turn off the light in room 2.,14
Switch off the light in room 2.,14
Turn off the light in room 2.,14
Could you turn off the light in room 2?,14
Power down the light in room 2.,14
Deactivate the light in room 2.,14
Can you turn off the light in room 2?,14
"Turn off the light in room 2, please.",14
Extinguish the light in room 2.,14
"Turn off room 2 light, please.",14
Can you switch off the light in room 2?,14
Turn the light off in room 2.,14
Please switch off the light in room 2.,14
Can you shut off the light in room 2?,14
Could you switch off the light in room 2?,14
Would you turn off the light in room 2?,14
Please power off the light in room 2.,14
Shut down the light in room 2.,14
Could you turn off the lights in room 2?,14
Please turn off room 2 light.,14
Turn off the room 2 light.,14
Switch the light off in room 2.,14
"Turn the light off in room 2, please.",14
Please extinguish the light in room 2.,14
Turn off the lighting in room 2.,14
Can you turn off the lights in room 2?,14
Please deactivate the light in room 2.,14
Turn off light in room 2.,14
Switch off light in room 2.,14
Can you turn light off in room 2?,14
Please turn the light off in room 2.,14
Can you power down the light in room 2?,14
Shut the light off in room 2.,14
Can you switch the light off in room 2?,14
"Turn the lights off in room 2, please.",14
Please turn the lights off in room 2.,14
"Switch off the room 2 lights, please.",14
Power off the light in room 2.,14
Please switch off the room 2 light.,14
"Turn the room 2 light off, please.",14
Could you power down the light in room 2?,14
Would you switch off the light in room 2?,14
Please turn off the lights in room 2.,14
Turn off the room 2 lights.,14
Switch off the room 2 light.,14
Deactivate room 2 light.,14
Please shut down the light in room 2.,14
Turn off the light for room 2.,14
Switch off the light for room 2.,14
Turn the lights off in room 2.,14
Please turn off the light for room 2.,14
"Switch off room 2 light, please.",14
Please turn off the light in room 2 now.,14
Could you please turn off the light in room 2?,14
"Turn the light off in room 2, please.",14
Switch off the lights in room 2.,14
Please shut the light off in room 2.,14
Turn off the light inside room 2.,14
Switch off the lighting in room 2.,14
Turn off the lights in room 2.,14
Can you turn off the room 2 light?,14
Please power down light in room 2.,14
Switch off the lamp in room 2.,14
Turn off the lamp in room 2.,14
Please turn off the light inside room 2.,14
Deactivate the room 2 light.,14
"Turn off the lights in room 2, please.",14
Please extinguish the lights in room 2.,14
Shut the lights off in room 2.,14
Please deactivate light in room 2.,14
Turn off the lighting for room 2.,14
Switch off the room 2 lights.,14
Please switch off light in room 2.,14
Turn the lighting off in room 2.,14
Turn off the room 2 lighting.,14
Please shut off the light in room 2.,14
Turn off the lights for room 2.,14
Turn the light off for room 2.,14
Could you switch off light in room 2?,14
Turn off the lamp in room 2.,14
Can you please turn off the light in room 2?,14
Please power off the light in room 2.,14
Turn light off in room 2.,14
Switch off the light in the room 2.,14
Turn off the light inside the room 2.,14
Extinguish room 2 light.,14
Please turn off the light for the room 2.,14
Shut down the light in the room 2.,14
Switch off the light in the room 2.,14
Turn the light off inside room 2.,14
Switch off the lighting for room 2.,14
Please switch off the lighting in room 2.,14
Turn off the lights inside room 2.,14
Turn off the lighting inside room 2.,14
Could you light up the lights in room 2?,15
"Turn on the room 2 illumination, please.",15
Can you switch on the room 2 lighting?,15
Please turn on the lamp in room 2.,15
Turn on the light inside room 2.,15
"Light up the room 2 light, please.",15
Please illuminate the room 2 light.,15
Switch on the lighting in room 2.,15
Activate the room 2 light.,15
Please power on the room 2 light.,15
Turn on the lights in the room 2.,15
Switch on the light for the room 2.,15
Please switch on the room 2 lighting.,15
"Turn on the light in the room 2, please.",15
Illuminate room 2 lighting.,15
Light up the room 2 lights.,15
Please turn on the lights for room 2.,15
Switch on the light in room 2.,15
Turn the lights on for room 2.,15
Please activate the lighting in room 2.,15
Turn on the illumination in room 2.,15
"Switch on the room 2 lights, please.",15
Please light up the room 2 lights.,15
Turn on the lights inside room 2.,15
"Light up the room 2, please.",15
Please turn on the room 2 lighting.,15
Switch on the light inside room 2.,15
Turn on the light for the room 2.,15
Please power on the light in room 2.,15
Turn on the lighting inside room 2.,15
Switch on the room 2 light.,15
Please turn on the light inside the room 2.,15
Activate the room 2 lighting.,15
"Turn on the lights in the room 2, please.",15
Please light up room 2.,15
Switch on the lights for the room 2.,15
Turn the light on for room 2.,15
Please illuminate room 2.,15
Light up the room 2.,15
Switch on the lighting for the room 2.,15
"Turn on the room 2 lights, please.",15
Please turn on room 2 light.,15
"Light the room 2, please.",15
Turn on the light in the room 2.,15
Please power up the light in room 2.,15
Switch on the light inside the room 2.,15
"Turn on the room 2 light, please.",15
Please light up the lighting in room 2.,15
"Illuminate the lights in room 2, please.",15
Turn on the lights for the room 2.,15
Switch on the lights in the room 2.,15
Light up room 2 illumination.,15
Please activate the lights in room 2.,15
Turn on the lighting in room 2.,15
Illuminate the lighting in room 2.,15
Please power on the lighting in room 2.,15
Switch on room 2 illumination.,15
"Turn on the light inside room 2, please.",15
Please light the light in room 2.,15
Activate the light for room 2.,15
"Turn on the room 2 light now, please.",15
Please switch on the lights in the room 2.,15
Light up the lighting for room 2.,15
"Turn on room 2 lights, please.",15
Please light the lights in room 2.,15
Switch on the lights inside room 2.,15
Turn on the illumination in room 2.,15
Please activate the light for the room 2.,15
Illuminate the room 2 lighting.,15
"Switch on the room 2 lights now, please.",15
Please turn on the lighting inside room 2.,15
"Light up the room 2 lights, please.",15
Turn on the lights inside room 2.,15
Please power up the room 2 lights.,15
"Switch on the room 2 lighting, please.",15
Turn on the lighting in the room 2.,15
Please light up the room 2 lighting.,15
Illuminate the lights in room 2.,15
Switch on the lighting for room 2.,15
"Turn on room 2 light now, please.",15
Please power up the lights in room 2.,15
Light up the room 2 lights now.,15
Switch on the room 2 light now.,15
Turn on the light in room 2 right now.,15
Please turn on the lighting in room 2 now.,15
"Light up room 2 lighting, please.",15
"Activate the lights in room 2, please.",15
Turn on the lights for room 2 now.,15
Please switch on the light for room 2.,15
"Light the lights in room 2 now, please.",15
Turn on the light in room 2 immediately.,15
Please turn on the room 2 light instantly.,15
Can you switch on the light in room 2 right away?,15
Illuminate room 2 immediately.,15
Please activate the light in room 2 at once.,15
Turn on the light in room 2 as soon as possible.,15
Could you light up room 2 without delay?,15
Please switch on the light in room 2 now.,15
Light up room 2 instantly.,15
"Turn on the room 2 light right now, please.",15
Please turn on the light in room 2 quickly.,15
"Switch on the light in room 2 immediately, please.",15
Turn on the room 2 light promptly.,15
Please activate the light in room 2 now.,15
Please turn off the light in room 2.,14
Switch off the light in room 2.,14
Turn off the light in room 2.,14
Could you turn off the light in room 2?,14
Power down the light in room 2.,14
Deactivate the light in room 2.,14
Can you turn off the light in room 2?,14
"Turn off the light in room 2, please.",14
Extinguish the light in room 2.,14
"Turn off room 2 light, please.",14
Can you switch off the light in room 2?,14
Turn the light off in room 2.,14
Please switch off the light in room 2.,14
Can you shut off the light in room 2?,14
Could you switch off the light in room 2?,14
Would you turn off the light in room 2?,14
Please power off the light in room 2.,14
Shut down the light in room 2.,14
Could you turn off the lights in room 2?,14
Please turn off room 2 light.,14
Turn off the room 2 light.,14
Switch the light off in room 2.,14
"Turn the light off in room 2, please.",14
Please extinguish the light in room 2.,14
Turn off the lighting in room 2.,14
Can you turn off the lights in room 2?,14
Please deactivate the light in room 2.,14
Turn off light in room 2.,14
Switch off light in room 2.,14
Can you turn light off in room 2?,14
Please turn the light off in room 2.,14
Can you power down the light in room 2?,14
Shut the light off in room 2.,14
Can you switch the light off in room 2?,14
"Turn the lights off in room 2, please.",14
Please turn the lights off in room 2.,14
"Switch off the room 2 lights, please.",14
Power off the light in room 2.,14
Please switch off the room 2 light.,14
"Turn the room 2 light off, please.",14
Could you power down the light in room 2?,14
Would you switch off the light in room 2?,14
Please turn off the lights in room 2.,14
Turn off the room 2 lights.,14
Switch off the room 2 light.,14
Deactivate room 2 light.,14
Please shut down the light in room 2.,14
Turn off the light for room 2.,14
Switch off the light for room 2.,14
Turn the lights off in room 2.,14
Please turn off the light for room 2.,14
"Switch off room 2 light, please.",14
Please turn off the light in room 2 now.,14
Could you please turn off the light in room 2?,14
"Turn the light off in room 2, please.",14
Switch off the lights in room 2.,14
Please shut the light off in room 2.,14
Turn off the light inside room 2.,14
Switch off the lighting in room 2.,14
Turn off the lights in room 2.,14
Can you turn off the room 2 light?,14
Please power down light in room 2.,14
Switch off the lamp in room 2.,14
Turn off the lamp in room 2.,14
Please turn off the light inside room 2.,14
Deactivate the room 2 light.,14
"Turn off the lights in room 2, please.",14
Please extinguish the lights in room 2.,14
Shut the lights off in room 2.,14
Please deactivate light in room 2.,14
Turn off the lighting for room 2.,14
Switch off the room 2 lights.,14
Please switch off light in room 2.,14
Turn the lighting off in room 2.,14
Turn off the room 2 lighting.,14
Please shut off the light in room 2.,14
Turn off the lights for room 2.,14
Turn the light off for room 2.,14
